Transaction,AllProducts
ORD003801-1613760378,น้ำด่าง 550 ml
ORD003802-1613760635,น้ำด่าง 550 ml
ORD003803-1613827283,น้ำด่าง 550 ml
ORD003804-1613835504,น้ำด่าง 550 ml
ORD003800-1613753631,น้ำด่าง 550 ml
ORD003805-1613901177,น้ำด่าง 350 ml
ORD003806-1613902732,น้ำด่าง 350 ml
ORD003807-1613911373,น้ำด่าง 550 ml
ORD003808-1613914826,น้ำด่าง 550 ml
ORD003809-1614145891,"ซีพลัสอี 350 ml,น้ำด่าง 550 ml,น้ำด่าง 350 ml"
ORD003810-1614166007,น้ำด่าง 550 ml
ORD003811-1614226708,น้ำด่าง 550 ml
ORD003812-1614242062,น้ำด่าง 550 ml
ORD003813-1614271914,น้ำด่าง 550 ml
ORD003814-1614301150,น้ำด่าง 350 ml
ORD003815-1614323610,น้ำด่าง 550 ml
ORD003816-1614406402,น้ำด่าง 550 ml
ORD003817-1614433261,น้ำด่าง 550 ml
ORD003818-1614480260,น้ำด่าง 550 ml
ORD003819-1614482021,"น้ำด่าง 550 ml,ซีพลัสอี 350 ml"
ORD003820-1614483427,น้ำด่าง 350 ml
ORD003821-1614517349,น้ำด่าง 550 ml
ORD003822-1614517774,น้ำด่าง 550 ml
ORD003823-1614519003,น้ำด่าง 550 ml
ORD003825-1614571897,น้ำด่าง 550 ml
ORD003826-1614699710,น้ำด่าง 550 ml
ORD003827-1614772922,น้ำด่าง 350 ml
ORD003828-1614775517,น้ำด่าง 350 ml
ORD003829-1614779258,น้ำด่าง 550 ml
ORD003830-1614785295,น้ำด่าง 550 ml
ORD003831-1614828777,น้ำด่าง 550 ml
ORD003832-1614919303,น้ำด่าง 550 ml
ORD003833-1615089691,น้ำด่าง 550 ml
ORD003834-1615104559,น้ำด่าง 550 ml
ORD003835-1615183637,น้ำด่าง 550 ml
ORD003836-1615338661,น้ำด่าง 550 ml
ORD003837-1615339115,น้ำด่าง 550 ml
ORD003838-1615342478,ชาเกียวคุโระ ไม่มีน้ำตาล 440 ml
ORD003839-1615462285,น้ำด่าง 550 ml
ORD003840-1615462559,น้ำด่าง 550 ml
ORD003841-1615717332,น้ำด่าง 550 ml
ORD003842-1615719125,น้ำด่าง 550 ml
ORD003843-1615728919,น้ำด่าง 550 ml
ORD003844-1615729074,น้ำด่าง 550 ml
ORD003845-1615776846,น้ำด่าง 550 ml
ORD003846-1615946994,น้ำด่าง 550 ml
ORD003847-1615954673,น้ำด่าง 550 ml
ORD003848-1615955113,"ชาโฮจิฉะ ไม่มีน้ำตาล 440 ml,ชาเกียวคุโระ ไม่มีน้ำตาล 440 ml,ซีซี รสเลมอน 280 ml,ซีพลัสอี 350 ml,น้ำด่าง 350 ml"
ORD003849-1616218056,ชาเกียวคุโระ ไม่มีน้ำตาล 440 ml
ORD003850-1616218183,ชาเกียวคุโระ ไม่มีน้ำตาล 440 ml
ORD003851-1616221180,ชาเกียวคุโระ ไม่มีน้ำตาล 440 ml
ORD003852-1616317053,น้ำด่าง 350 ml
ORD003853-1616317615,น้ำด่าง 350 ml
ORD003854-1616394354,น้ำด่าง 550 ml
ORD003855-1616408280,น้ำด่าง 550 ml
ORD003856-1616505237,น้ำด่าง 550 ml
ORD003857-1616642897,น้ำด่าง 550 ml
ORD003858-1616675557,น้ำด่าง 550 ml
ORD003860-1616675826,น้ำด่าง 550 ml
ORD003862-1616675857,น้ำด่าง 550 ml
ORD003859-1616675751,น้ำด่าง 550 ml
ORD003861-1616675827,น้ำด่าง 550 ml
ORD003864-1616675958,น้ำด่าง 550 ml
ORD003867-1616676004,น้ำด่าง 550 ml
ORD003863-1616675916,น้ำด่าง 550 ml
ORD003869-1616676058,"ซีพลัสอี 350 ml,ซีซี รสเลมอน 280 ml,น้ำด่าง 350 ml"
ORD003865-1616675975,น้ำด่าง 550 ml
ORD003868-1616676016,น้ำด่าง 550 ml
ORD003866-1616675983,น้ำด่าง 550 ml
ORD003870-1616676171,น้ำด่าง 550 ml
ORD003873-1616676235,น้ำด่าง 550 ml
ORD003874-1616676240,"น้ำด่าง 350 ml,น้ำด่าง 550 ml"
ORD003872-1616676231,น้ำด่าง 550 ml
ORD003871-1616676212,น้ำด่าง 550 ml
ORD003876-1616676443,น้ำด่าง 350 ml
ORD003875-1616676330,น้ำด่าง 550 ml
ORD003877-1616676691,น้ำด่าง 550 ml
ORD003878-1616676975,น้ำด่าง 550 ml
ORD003879-1616677311,น้ำด่าง 550 ml
ORD003880-1616677586,น้ำด่าง 550 ml
ORD003881-1616677943,น้ำด่าง 550 ml
ORD003882-1616678121,น้ำด่าง 550 ml
ORD003883-1616678166,น้ำด่าง 550 ml
ORD003884-1616678272,น้ำด่าง 550 ml
ORD003886-1616678808,น้ำด่าง 550 ml
ORD003885-1616678662,น้ำด่าง 550 ml
ORD003887-1616679102,น้ำด่าง 550 ml
ORD003888-1616679334,น้ำด่าง 550 ml
ORD003889-1616679339,น้ำด่าง 550 ml
ORD003890-1616679932,น้ำด่าง 550 ml
ORD003891-1616680173,น้ำด่าง 550 ml
ORD003892-1616680498,น้ำด่าง 550 ml
ORD003893-1616681025,"น้ำด่าง 550 ml,ซีซี รสเลมอน 280 ml,ซีพลัสอี 350 ml"
ORD003894-1616682446,น้ำด่าง 550 ml
ORD003896-1616682849,น้ำด่าง 550 ml
ORD003895-1616682810,น้ำด่าง 550 ml
ORD003897-1616683716,น้ำด่าง 550 ml
ORD003898-1616683916,น้ำด่าง 550 ml
ORD003899-1616684721,"น้ำด่าง 550 ml,น้ำด่าง 350 ml"
ORD003900-1616685398,น้ำด่าง 350 ml
ORD003901-1616685512,น้ำด่าง 350 ml
ORD003902-1616688579,น้ำด่าง 550 ml
ORD003903-1616710625,น้ำด่าง 550 ml
ORD003904-1616713851,น้ำด่าง 550 ml
ORD003905-1616715101,น้ำด่าง 550 ml
ORD003906-1616716419,"น้ำด่าง 550 ml,น้ำด่าง 350 ml"
ORD003907-1616718839,น้ำด่าง 550 ml
ORD003908-1616719365,น้ำด่าง 350 ml
ORD003909-1616719635,น้ำด่าง 550 ml
ORD003910-1616719963,น้ำด่าง 350 ml
ORD003911-1616725239,น้ำด่าง 550 ml
ORD003912-1616727241,น้ำด่าง 550 ml
ORD003913-1616734919,น้ำด่าง 550 ml
ORD003914-1616739023,น้ำด่าง 550 ml
ORD003915-1616743078,น้ำด่าง 550 ml
ORD003916-1616747105,น้ำด่าง 550 ml
ORD003917-1616748583,น้ำด่าง 550 ml
ORD003918-1616750873,น้ำด่าง 550 ml
ORD003919-1616756020,น้ำด่าง 550 ml
ORD003920-1616766754,"ซีพลัสอี 350 ml,น้ำด่าง 550 ml,น้ำด่าง 350 ml,ซีพลัสอี 350 ml,น้ำด่าง 550 ml,น้ำด่าง 350 ml"
ORD003921-1616766935,"น้ำด่าง 550 ml,น้ำด่าง 350 ml,ซีพลัสอี 350 ml"
ORD003922-1616807878,น้ำด่าง 350 ml
ORD003923-1616811426,น้ำด่าง 550 ml
ORD003924-1616813262,น้ำด่าง 550 ml
ORD003925-1616816360,น้ำด่าง 550 ml
ORD003926-1616839244,น้ำด่าง 550 ml
ORD003927-1616840968,น้ำด่าง 550 ml
ORD003928-1616886664,น้ำด่าง 550 ml
ORD003929-1616933934,น้ำด่าง 550 ml
ORD003930-1616943579,"น้ำด่าง 550 ml,น้ำด่าง 350 ml"
ORD003931-1616988350,น้ำด่าง 550 ml
ORD003932-1616988718,น้ำด่าง 550 ml
ORD003933-1617003874,น้ำด่าง 550 ml
ORD003934-1617004141,น้ำด่าง 550 ml
ORD003935-1617015550,น้ำด่าง 550 ml
ORD003936-1617022045,น้ำด่าง 550 ml
ORD003937-1617073635,น้ำด่าง 550 ml
ORD003938-1617083204,น้ำด่าง 550 ml
ORD003939-1617089039,น้ำด่าง 550 ml
ORD003940-1617089083,น้ำด่าง 550 ml
ORD003941-1617089622,น้ำด่าง 550 ml
ORD003943-1617089760,น้ำด่าง 550 ml
ORD003942-1617089693,น้ำด่าง 550 ml
ORD003944-1617090571,น้ำด่าง 550 ml
ORD003945-1617091314,น้ำด่าง 550 ml
ORD003946-1617097034,น้ำด่าง 550 ml
ORD003947-1617097580,น้ำด่าง 550 ml
ORD003948-1617103584,น้ำด่าง 550 ml
ORD003949-1617103902,น้ำด่าง 550 ml
ORD003950-1617109994,น้ำด่าง 550 ml
ORD003951-1617111021,น้ำด่าง 550 ml
ORD003953-1617112415,น้ำด่าง 550 ml
ORD003952-1617112410,น้ำด่าง 550 ml
ORD003954-1617113885,น้ำด่าง 350 ml
ORD003955-1617121097,น้ำด่าง 550 ml
ORD003956-1617149065,น้ำด่าง 550 ml
ORD003957-1617155733,น้ำด่าง 350 ml
ORD003958-1617156831,น้ำด่าง 550 ml
ORD003959-1617156890,น้ำด่าง 550 ml
ORD003960-1617157033,น้ำด่าง 550 ml
ORD003961-1617161321,น้ำด่าง 550 ml
ORD003962-1617162795,ซีพลัสอี 350 ml
ORD003963-1617190143,น้ำด่าง 550 ml
ORD003964-1617195122,น้ำด่าง 550 ml
ORD003965-1617196964,"น้ำด่าง 550 ml,ซีพลัสอี 350 ml"
ORD003966-1617197301,น้ำด่าง 550 ml
ORD003967-1617209111,น้ำด่าง 550 ml
ORD003968-1617237590,น้ำด่าง 550 ml
ORD003969-1617241750,น้ำด่าง 550 ml
ORD003970-1617248355,น้ำด่าง 550 ml
ORD003971-1617250670,น้ำด่าง 550 ml
ORD003972-1617251332,น้ำด่าง 550 ml
ORD003973-1617254169,น้ำด่าง 350 ml
ORD003974-1617255058,น้ำด่าง 550 ml
ORD003975-1617260059,น้ำด่าง 550 ml
ORD003976-1617262344,"น้ำด่าง 550 ml,น้ำด่าง 350 ml"
ORD003977-1617264951,น้ำด่าง 550 ml
ORD003978-1617272546,น้ำด่าง 550 ml
ORD003979-1617274811,น้ำด่าง 350 ml
ORD003980-1617277382,น้ำด่าง 550 ml
ORD003981-1617279162,น้ำด่าง 550 ml
ORD003982-1617279778,"ซีซี รสออเรนจ์ 280 ml,ซีพลัสอี 350 ml,น้ำด่าง 350 ml"
ORD003983-1617343439,น้ำด่าง 550 ml
ORD003984-1617344145,น้ำด่าง 550 ml
ORD003985-1617345211,น้ำด่าง 550 ml
ORD003986-1617347543,น้ำด่าง 550 ml
ORD003987-1617347598,น้ำด่าง 550 ml
ORD003988-1617405213,น้ำด่าง 550 ml
ORD003989-1617410491,น้ำด่าง 550 ml
ORD003990-1617419024,น้ำด่าง 550 ml
ORD003991-1617429052,น้ำด่าง 550 ml
ORD003992-1617431789,น้ำด่าง 350 ml
ORD003993-1617433518,น้ำด่าง 550 ml
ORD003994-1617440878,น้ำด่าง 550 ml
ORD003995-1617443432,น้ำด่าง 550 ml
ORD003996-1617461786,น้ำด่าง 550 ml
ORD003997-1617474979,ซีซี รสออเรนจ์ 280 ml
ORD003998-1617492143,น้ำด่าง 550 ml
ORD003999-1617509633,น้ำด่าง 550 ml
ORD004000-1617518017,น้ำด่าง 550 ml
ORD004001-1617523128,น้ำด่าง 550 ml
ORD004002-1617530169,น้ำด่าง 550 ml
ORD004003-1617554005,น้ำด่าง 550 ml
ORD004004-1617601205,น้ำด่าง 550 ml
ORD004005-1617606780,น้ำด่าง 550 ml
ORD004006-1617612892,น้ำด่าง 550 ml
ORD004007-1617613199,น้ำด่าง 550 ml
ORD004008-1617613670,น้ำด่าง 550 ml
ORD004009-1617625021,น้ำด่าง 550 ml
ORD004010-1617627872,น้ำด่าง 350 ml
ORD004011-1617628598,น้ำด่าง 550 ml
ORD004012-1617686308,"น้ำด่าง 550 ml,น้ำด่าง 350 ml,ซีพลัสอี 350 ml"
ORD004013-1617713476,น้ำด่าง 550 ml
ORD004014-1617756837,น้ำด่าง 550 ml
ORD004015-1617763175,น้ำด่าง 550 ml
ORD004016-1617781949,น้ำด่าง 550 ml
ORD004017-1617874416,น้ำด่าง 550 ml
ORD004018-1617874811,น้ำด่าง 550 ml
ORD004019-1617937955,น้ำด่าง 550 ml
ORD004020-1617956899,น้ำด่าง 550 ml
ORD004021-1617957019,น้ำด่าง 550 ml
ORD004022-1617957076,น้ำด่าง 550 ml
ORD004023-1617982058,น้ำด่าง 550 ml
ORD004024-1618036053,น้ำด่าง 550 ml
ORD004025-1618046888,น้ำด่าง 350 ml
ORD004026-1618226717,ซีพลัสอี 350 ml
ORD004027-1618298901,น้ำด่าง 550 ml
ORD004028-1618392218,"น้ำด่าง 550 ml,ชาเกียวคุโระ ไม่มีน้ำตาล 440 ml"
ORD004029-1618442872,น้ำด่าง 350 ml
ORD004030-1618462281,น้ำด่าง 550 ml
ORD004031-1618535815,น้ำด่าง 550 ml
ORD004032-1618580538,น้ำด่าง 550 ml
ORD004033-1618584035,น้ำด่าง 550 ml
ORD004034-1618584219,น้ำด่าง 550 ml
ORD004035-1618588449,"ชาเกียวคุโระ ไม่มีน้ำตาล 440 ml,น้ำด่าง 550 ml"
ORD004036-1618627097,"น้ำด่าง 350 ml,ซีพลัสอี 350 ml"
ORD004037-1618663498,น้ำด่าง 550 ml
ORD004038-1618707378,น้ำด่าง 550 ml
ORD004039-1618811493,น้ำด่าง 550 ml
ORD004040-1618814780,น้ำด่าง 550 ml
ORD004041-1618838277,"อิชิตัน กรีนแลป เทอร์ปีน อินฟิวส์ วอเตอร์ คาโมมายล์ 440 ml,อิชิตัน กรีนแลป เทอร์ปิน อินฟิวส์ วอเตอร์ รีแล็กซิ่ง ซีตรัส 440 ml"
ORD004042-1618893549,"อิชิตัน กรีนแลป เทอร์ปีน อินฟิวส์ วอเตอร์ คาโมมายล์ 440 ml,อิชิตัน กรีนแลป เทอร์ปิน อินฟิวส์ วอเตอร์ รีแล็กซิ่ง ซีตรัส 440 ml,อิชิตัน น้ำด่าง กิงโกะ 550 ml"
ORD004043-1618899246,อิชิตัน น้ำด่าง กิงโกะ 550 ml
ORD004044-1618905015,น้ำด่าง 550 ml
ORD004045-1618912130,น้ำด่าง 350 ml
ORD004046-1618914426,ซีพลัสอี 350 ml
ORD004047-1618925070,น้ำด่าง 550 ml
ORD004048-1618974137,น้ำด่าง 550 ml
ORD004049-1618976009,"น้ำด่าง 550 ml,อิชิตัน น้ำด่าง กิงโกะ 550 ml"
ORD004050-1618984149,น้ำด่าง 550 ml
ORD004051-1618984589,น้ำด่าง 350 ml
ORD004052-1618991146,น้ำด่าง 550 ml
ORD004053-1619007121,"น้ำด่าง 350 ml,ซีซี รสเลมอน 280 ml"
ORD004054-1619059718,"อิชิตัน กรีนแลป เทอร์ปีน อินฟิวส์ วอเตอร์ คาโมมายล์ 440 ml,อิชิตัน กรีนแลป เทอร์ปิน อินฟิวส์ วอเตอร์ รีแล็กซิ่ง ซีตรัส 440 ml,อิชิตัน น้ำด่าง กิงโกะ 550 ml"
ORD004055-1619059843,"อิชิตัน กรีนแลป เทอร์ปีน อินฟิวส์ วอเตอร์ คาโมมายล์ 440 ml,อิชิตัน กรีนแลป เทอร์ปิน อินฟิวส์ วอเตอร์ รีแล็กซิ่ง ซีตรัส 440 ml,อิชิตัน น้ำด่าง กิงโกะ 550 ml"
ORD004056-1619060055,"อิชิตัน กรีนแลป เทอร์ปีน อินฟิวส์ วอเตอร์ คาโมมายล์ 440 ml,อิชิตัน กรีนแลป เทอร์ปิน อินฟิวส์ วอเตอร์ รีแล็กซิ่ง ซีตรัส 440 ml,อิชิตัน น้ำด่าง กิงโกะ 550 ml"
